,100,200,300,400,500
0.0001,,,,,
204.0817306122449,,,,,
408.1633612244898,,,,,
612.2449918367347,,,,,
816.3266224489796,,,,,
1020.4082530612245,,,,,
1224.4898836734694,,,,,
1428.5715142857143,,,,,
1632.6531448979592,,,,,
1836.7347755102041,,,,,
2040.816406122449,,,,,
2244.898036734694,,,,,
2448.979667346939,,,,,
2653.0612979591842,,,,,
2857.142928571429,,,,,
3061.2245591836736,,,,,
3265.3061897959187,,,,,
3469.387820408164,,,,,
3673.4694510204085,,,,,
3877.551081632653,,,,,
4081.6327122448984,,,,,
4285.7143428571435,,,,,
4489.795973469388,,,,,
4693.877604081633,,,,,
4897.959234693878,,,,,
5102.040865306123,,,,,
5306.122495918368,,,,,
5510.2041265306125,,,,,
5714.285757142858,,,,,
5918.367387755103,,,,,
6122.449018367347,,,,,
6326.530648979592,,,,,
6530.612279591837,,,,,
6734.693910204082,,,,,
6938.7755408163275,,,,,
7142.857171428572,,,,,
7346.938802040817,,,,,
7551.020432653062,,,,,
7755.102063265306,,,,,
7959.183693877551,,,,,
8163.2653244897965,,,,,
8367.34695510204,,,,,
8571.428585714286,,,,,
8775.510216326531,,,,,
8979.591846938774,,,,,
9183.67347755102,,,,,
9387.755108163265,,,,,
9591.83673877551,,,,,
9795.918369387755,,,,,
10000.0,,,,,
